Time,Basis date,Validity date,City,Persist. value,EC,CO,C3,OH
2,03-01-16,04-01-16,Mizpe Ramon,11,9,7,7,9
1,04-01-16,04-01-16,Mizpe Ramon,11,8,7,8,6
2,03-01-16,04-01-16,Nazareth,10,7,6,9,8
1,04-01-16,04-01-16,Nazareth,10,6,5,10,13
2,03-01-16,04-01-16,Qazrin,11,7,3,6,4
1,04-01-16,04-01-16,Qazrin,11,7,3,6,9
2,03-01-16,04-01-16,Tel Aviv,13,11,11,9,10
1,04-01-16,04-01-16,Tel Aviv,13,11,10,9,10
2,03-01-16,04-01-16,Tiberias,9,3,3,3,6
1,04-01-16,04-01-16,Tiberias,9,3,2,4,9
2,03-01-16,04-01-16,Zefat,20,4,5,11,3
1,04-01-16,04-01-16,Zefat,20,4,4,10,7
2,04-01-16,05-01-16,Afula,14,9,8,6,13
1,05-01-16,05-01-16,Afula,14,9,9,6,14
2,04-01-16,05-01-16,Ashdod,17,17,17,15,17
1,05-01-16,05-01-16,Ashdod,16,17,17,15,17
2,04-01-16,05-01-16,Beer Sheva,9,8,8,9,8
1,05-01-16,05-01-16,Beer Sheva,9,8,8,9,8
2,04-01-16,05-01-16,Bet Shean,13,7,5,12,13
1,05-01-16,05-01-16,Bet Shean,13,7,9,12,13
2,04-01-16,05-01-16,Elat,5,4,5,5,2
1,05-01-16,05-01-16,Elat,5,4,4,5,4
2,04-01-16,05-01-16,En Gedi,8,8,9,9,10
1,05-01-16,05-01-16,En Gedi,8,7,6,10,10
2,04-01-16,05-01-16,Haifa,13,12,18,16,19
1,05-01-16,05-01-16,Haifa,12,12,18,16,20
2,04-01-16,05-01-16,Jerusalem,8,9,10,14,10
1,05-01-16,05-01-16,Jerusalem,8,8,10,12,10
2,04-01-16,05-01-16,Lod,10,9,9,11,10
1,05-01-16,05-01-16,Lod,10,9,9,11,10
2,04-01-16,05-01-16,Mizpe Ramon,7,7,6,9,7
1,05-01-16,05-01-16,Mizpe Ramon,7,8,6,9,6
2,04-01-16,05-01-16,Nazareth,12,9,6,9,12
1,05-01-16,05-01-16,Nazareth,12,8,7,8,12
2,04-01-16,05-01-16,Qazrin,10,11,4,5,13
1,05-01-16,05-01-16,Qazrin,10,10,4,4,11
2,04-01-16,05-01-16,Tel Aviv,9,11,10,9,11
1,05-01-16,05-01-16,Tel Aviv,9,10,9,8,11
2,04-01-16,05-01-16,Tiberias,5,6,4,6,11
1,05-01-16,05-01-16,Tiberias,5,5,3,6,11
2,04-01-16,05-01-16,Zefat,17,7,5,9,11
1,05-01-16,05-01-16,Zefat,17,6,5,8,11
2,05-01-16,06-01-16,Afula,13,3,3,8,7
1,06-01-16,06-01-16,Afula,13,3,3,8,4
2,05-01-16,06-01-16,Ashdod,17,13,12,10,12
1,06-01-16,06-01-16,Ashdod,17,13,13,10,12
2,05-01-16,06-01-16,Beer Sheva,10,4,5,7,4
1,06-01-16,06-01-16,Beer Sheva,10,5,6,7,4
2,05-01-16,06-01-16,Bet Shean,18,3,2,3,7
1,06-01-16,06-01-16,Bet Shean,18,4,3,4,5
2,05-01-16,06-01-16,Elat,5,7,9,11,7
1,06-01-16,06-01-16,Elat,5,6,9,10,9
2,05-01-16,06-01-16,En Gedi,14,5,3,10,4
1,06-01-16,06-01-16,En Gedi,14,5,3,10,5
2,05-01-16,06-01-16,Haifa,12,8,8,10,12
1,06-01-16,06-01-16,Haifa,12,8,9,10,12
2,05-01-16,06-01-16,Jerusalem,11,5,3,5,4
1,06-01-16,06-01-16,Jerusalem,11,5,3,7,4
2,05-01-16,06-01-16,Lod,9,6,5,7,5
1,06-01-16,06-01-16,Lod,9,6,5,7,5
2,05-01-16,06-01-16,Mizpe Ramon,7,5,3,6,3
1,06-01-16,06-01-16,Mizpe Ramon,7,4,3,8,3
2,05-01-16,06-01-16,Nazareth,12,5,3,9,7
1,06-01-16,06-01-16,Nazareth,12,4,4,8,7
2,05-01-16,06-01-16,Qazrin,10,8,4,9,9
1,06-01-16,06-01-16,Qazrin,10,8,4,9,5
2,05-01-16,06-01-16,Tel Aviv,12,6,5,6,6
1,06-01-16,06-01-16,Tel Aviv,12,7,5,5,5
2,05-01-16,06-01-16,Tiberias,6,3,3,4,3
1,06-01-16,06-01-16,Tiberias,6,3,3,5,4
2,05-01-16,06-01-16,Zefat,22,3,4,5,3
1,06-01-16,06-01-16,Zefat,22,3,2,5,4
2,06-01-16,07-01-16,Afula,10,5,5,10,16
1,07-01-16,07-01-16,Afula,10,5,5,10,7
2,06-01-16,07-01-16,Ashdod,13,20,11,10,26
1,07-01-16,07-01-16,Ashdod,13,22,14,13,25
2,06-01-16,07-01-16,Beer Sheva,4,7,9,11,10
1,07-01-16,07-01-16,Beer Sheva,4,7,9,11,10
2,06-01-16,07-01-16,Bet Shean,10,3,2,6,16
1,07-01-16,07-01-16,Bet Shean,10,3,2,5,11
2,06-01-16,07-01-16,Elat,6,8,10,10,13
1,07-01-16,07-01-16,Elat,6,9,10,17,13
2,06-01-16,07-01-16,En Gedi,9,5,3,3,22
1,07-01-16,07-01-16,En Gedi,9,5,3,6,19
2,06-01-16,07-01-16,Haifa,8,10,9,15,17
1,07-01-16,07-01-16,Haifa,8,10,12,14,15
2,06-01-16,07-01-16,Jerusalem,7,8,4,11,21
1,07-01-16,07-01-16,Jerusalem,7,10,7,14,18
2,06-01-16,07-01-16,Lod,6,8,5,8,11
1,07-01-16,07-01-16,Lod,6,10,7,7,9
2,06-01-16,07-01-16,Mizpe Ramon,7,12,9,15,18
1,07-01-16,07-01-16,Mizpe Ramon,7,14,10,16,17
2,06-01-16,07-01-16,Nazareth,9,7,6,15,8
1,07-01-16,07-01-16,Nazareth,9,7,7,15,9
2,06-01-16,07-01-16,Qazrin,9,7,7,17,6
1,07-01-16,07-01-16,Qazrin,9,7,8,15,7
2,06-01-16,07-01-16,Tel Aviv,8,6,6,6,16
1,07-01-16,07-01-16,Tel Aviv,8,8,7,7,11
2,06-01-16,07-01-16,Tiberias,7,4,2,10,6
1,07-01-16,07-01-16,Tiberias,7,4,2,10,7
2,06-01-16,07-01-16,Zefat,17,5,3,12,6
1,07-01-16,07-01-16,Zefat,17,6,3,12,7
2,07-01-16,08-01-16,Afula,13,12,14,9,19
1,08-01-16,08-01-16,Afula,13,11,12,11,17
2,07-01-16,08-01-16,Ashdod,20,27,28,26,27
1,08-01-16,08-01-16,Ashdod,22,28,27,26,25
2,07-01-16,08-01-16,Beer Sheva,8,16,15,16,19
1,08-01-16,08-01-16,Beer Sheva,8,14,15,17,19
2,07-01-16,08-01-16,Bet Shean,6,9,11,18,19
1,08-01-16,08-01-16,Bet Shean,6,7,11,17,19
2,07-01-16,08-01-16,Elat,9,7,8,6,11
1,08-01-16,08-01-16,Elat,9,6,8,8,12
2,07-01-16,08-01-16,En Gedi,8,11,12,13,19
1,08-01-16,08-01-16,En Gedi,8,10,11,17,29
2,07-01-16,08-01-16,Haifa,10,16,28,23,24
1,08-01-16,08-01-16,Haifa,10,15,28,20,21
2,07-01-16,08-01-16,Jerusalem,14,15,20,27,26
1,08-01-16,08-01-16,Jerusalem,14,15,20,27,25
2,07-01-16,08-01-16,Lod,8,14,13,17,15
1,08-01-16,08-01-16,Lod,10,15,13,18,15
2,07-01-16,08-01-16,Mizpe Ramon,15,17,14,20,19
1,08-01-16,08-01-16,Mizpe Ramon,15,17,15,20,19
2,07-01-16,08-01-16,Nazareth,15,11,17,16,17
1,08-01-16,08-01-16,Nazareth,15,11,17,17,16
2,07-01-16,08-01-16,Qazrin,15,16,14,17,19
1,08-01-16,08-01-16,Qazrin,15,15,12,15,12
2,07-01-16,08-01-16,Tel Aviv,7,16,16,16,14
1,08-01-16,08-01-16,Tel Aviv,7,18,16,16,15
2,07-01-16,08-01-16,Tiberias,6,10,11,10,16
1,08-01-16,08-01-16,Tiberias,6,9,10,16,15
2,07-01-16,08-01-16,Zefat,17,7,11,13,16
1,08-01-16,08-01-16,Zefat,17,7,14,18,15
2,08-01-16,09-01-16,Afula,25,9,9,11,10
1,09-01-16,09-01-16,Afula,25,9,8,9,11
2,08-01-16,09-01-16,Ashdod,27,14,16,20,14
1,09-01-16,09-01-16,Ashdod,28,14,17,19,16
2,08-01-16,09-01-16,Beer Sheva,16,8,12,14,10
1,09-01-16,09-01-16,Beer Sheva,16,9,10,14,11
2,08-01-16,09-01-16,Bet Shean,16,6,5,9,10
1,09-01-16,09-01-16,Bet Shean,16,7,4,7,12
2,08-01-16,09-01-16,Elat,6,8,8,6,10
1,09-01-16,09-01-16,Elat,6,8,7,8,10
2,08-01-16,09-01-16,En Gedi,20,7,5,14,4
1,09-01-16,09-01-16,En Gedi,20,7,5,22,3
2,08-01-16,09-01-16,Haifa,16,10,17,17,13
1,09-01-16,09-01-16,Haifa,15,7,12,12,13
2,08-01-16,09-01-16,Jerusalem,20,9,12,13,12
1,09-01-16,09-01-16,Jerusalem,20,9,10,14,13
2,08-01-16,09-01-16,Lod,14,8,8,10,7
1,09-01-16,09-01-16,Lod,15,10,8,12,9
2,08-01-16,09-01-16,Mizpe Ramon,16,10,11,14,11
1,09-01-16,09-01-16,Mizpe Ramon,16,10,11,15,13
2,08-01-16,09-01-16,Nazareth,19,8,8,12,10
1,09-01-16,09-01-16,Nazareth,19,9,6,11,10
2,08-01-16,09-01-16,Qazrin,17,8,5,5,10
1,09-01-16,09-01-16,Qazrin,17,9,4,6,9
2,08-01-16,09-01-16,Tel Aviv,20,9,10,10,7
1,09-01-16,09-01-16,Tel Aviv,20,10,9,10,9
2,08-01-16,09-01-16,Tiberias,17,4,5,8,9
1,09-01-16,09-01-16,Tiberias,17,4,5,8,8
2,08-01-16,09-01-16,Zefat,36,4,9,12,9
1,09-01-16,09-01-16,Zefat,36,3,5,12,8
2,09-01-16,10-01-16,Afula,12,3,5,7,5
1,10-01-16,10-01-16,Afula,12,4,4,7,3
2,09-01-16,10-01-16,Ashdod,14,6,10,8,5
1,10-01-16,10-01-16,Ashdod,14,8,9,8,6
2,09-01-16,10-01-16,Beer Sheva,9,4,6,10,4
1,10-01-16,10-01-16,Beer Sheva,9,4,4,9,4
2,09-01-16,10-01-16,Bet Shean,11,3,2,6,5
1,10-01-16,10-01-16,Bet Shean,11,2,4,6,3
2,09-01-16,10-01-16,Elat,5,9,9,12,9
1,10-01-16,10-01-16,Elat,5,9,11,13,10
2,09-01-16,10-01-16,En Gedi,17,4,7,7,4
1,10-01-16,10-01-16,En Gedi,17,5,7,11,3
2,09-01-16,10-01-16,Haifa,10,8,4,9,6
1,10-01-16,10-01-16,Haifa,7,8,4,9,6
2,09-01-16,10-01-16,Jerusalem,14,4,3,6,3
1,10-01-16,10-01-16,Jerusalem,14,4,4,5,3
2,09-01-16,10-01-16,Lod,8,4,5,6,3
1,10-01-16,10-01-16,Lod,10,4,4,5,4
2,09-01-16,10-01-16,Mizpe Ramon,9,5,5,5,6
1,10-01-16,10-01-16,Mizpe Ramon,9,6,5,5,5
2,09-01-16,10-01-16,Nazareth,15,5,4,10,4
1,10-01-16,10-01-16,Nazareth,15,4,4,9,4
2,09-01-16,10-01-16,Qazrin,10,3,5,11,4
1,10-01-16,10-01-16,Qazrin,10,3,6,10,5
2,09-01-16,10-01-16,Tel Aviv,11,5,4,6,3
1,10-01-16,10-01-16,Tel Aviv,11,5,4,5,4
2,09-01-16,10-01-16,Tiberias,8,2,3,5,4
1,10-01-16,10-01-16,Tiberias,8,3,3,8,3
2,09-01-16,10-01-16,Zefat,22,2,2,6,4
1,10-01-16,10-01-16,Zefat,22,3,2,6,3
2,10-01-16,11-01-16,Afula,8,5,2,7,6
1,11-01-16,11-01-16,Afula,8,6,4,7,4
2,10-01-16,11-01-16,Ashdod,6,10,8,7,13
1,11-01-16,11-01-16,Ashdod,8,9,5,8,10
2,10-01-16,11-01-16,Beer Sheva,5,5,6,8,5
1,11-01-16,11-01-16,Beer Sheva,5,6,6,7,4
2,10-01-16,11-01-16,Bet Shean,4,2,2,8,6
1,11-01-16,11-01-16,Bet Shean,4,2,3,8,4
2,10-01-16,11-01-16,Elat,9,8,12,13,11
1,11-01-16,11-01-16,Elat,9,8,12,13,10
2,10-01-16,11-01-16,En Gedi,14,4,5,9,4
1,11-01-16,11-01-16,En Gedi,14,4,6,9,3
2,10-01-16,11-01-16,Haifa,8,6,7,16,9
1,11-01-16,11-01-16,Haifa,8,8,5,15,9
2,10-01-16,11-01-16,Jerusalem,5,4,4,6,3
1,11-01-16,11-01-16,Jerusalem,5,4,5,6,2
2,10-01-16,11-01-16,Lod,4,5,6,7,7
1,11-01-16,11-01-16,Lod,4,6,4,8,8
2,10-01-16,11-01-16,Mizpe Ramon,6,7,7,14,6
1,11-01-16,11-01-16,Mizpe Ramon,6,7,8,13,5
2,10-01-16,11-01-16,Nazareth,8,6,5,14,5
1,11-01-16,11-01-16,Nazareth,8,6,5,15,5
2,10-01-16,11-01-16,Qazrin,9,6,6,15,7
1,11-01-16,11-01-16,Qazrin,9,6,5,12,6
2,10-01-16,11-01-16,Tel Aviv,6,5,5,4,6
1,11-01-16,11-01-16,Tel Aviv,6,5,4,7,8
2,10-01-16,11-01-16,Tiberias,6,4,4,5,4
1,11-01-16,11-01-16,Tiberias,6,4,4,5,4
2,10-01-16,11-01-16,Zefat,9,4,4,9,4
1,11-01-16,11-01-16,Zefat,9,4,4,9,4
2,11-01-16,12-01-16,Afula,6,4,3,9,5
1,12-01-16,12-01-16,Afula,6,4,3,6,5
2,11-01-16,12-01-16,Ashdod,10,9,6,10,12
1,12-01-16,12-01-16,Ashdod,9,8,6,9,11
2,11-01-16,12-01-16,Beer Sheva,5,5,6,5,4
1,12-01-16,12-01-16,Beer Sheva,5,5,4,6,4
2,11-01-16,12-01-16,Bet Shean,6,3,4,7,4
1,12-01-16,12-01-16,Bet Shean,6,3,3,8,4
2,11-01-16,12-01-16,Elat,10,10,14,16,12
1,12-01-16,12-01-16,Elat,10,10,13,16,11
2,11-01-16,12-01-16,En Gedi,9,4,3,10,4
1,12-01-16,12-01-16,En Gedi,9,4,4,9,4
2,11-01-16,12-01-16,Haifa,6,5,5,8,6
1,12-01-16,12-01-16,Haifa,8,4,3,9,6
2,11-01-16,12-01-16,Jerusalem,8,4,6,6,4
1,12-01-16,12-01-16,Jerusalem,8,3,3,5,4
2,11-01-16,12-01-16,Lod,5,5,6,6,5
1,12-01-16,12-01-16,Lod,6,5,4,7,4
2,11-01-16,12-01-16,Mizpe Ramon,8,7,5,10,7
1,12-01-16,12-01-16,Mizpe Ramon,8,8,6,9,6
2,11-01-16,12-01-16,Nazareth,12,4,3,6,4
1,12-01-16,12-01-16,Nazareth,12,4,4,4,4
2,11-01-16,12-01-16,Qazrin,17,7,5,5,6
1,12-01-16,12-01-16,Qazrin,17,7,4,7,6
2,11-01-16,12-01-16,Tel Aviv,6,6,5,7,5
1,12-01-16,12-01-16,Tel Aviv,6,6,3,6,5
2,11-01-16,12-01-16,Tiberias,7,4,5,2,5
1,12-01-16,12-01-16,Tiberias,7,4,5,5,5
2,11-01-16,12-01-16,Zefat,15,4,2,6,6
1,12-01-16,12-01-16,Zefat,15,3,2,7,3
2,12-01-16,13-01-16,Afula,7,4,4,7,3
1,13-01-16,13-01-16,Afula,7,3,4,7,3
2,12-01-16,13-01-16,Ashdod,9,6,5,5,5
1,13-01-16,13-01-16,Ashdod,8,5,5,5,6
2,12-01-16,13-01-16,Beer Sheva,5,4,4,5,3
1,13-01-16,13-01-16,Beer Sheva,5,5,6,7,4
2,12-01-16,13-01-16,Bet Shean,10,3,4,5,2
1,13-01-16,13-01-16,Bet Shean,10,2,2,6,3
2,12-01-16,13-01-16,Elat,9,5,10,11,6
1,13-01-16,13-01-16,Elat,9,5,8,11,5
2,12-01-16,13-01-16,En Gedi,12,3,4,6,2
1,13-01-16,13-01-16,En Gedi,12,3,3,7,4
2,12-01-16,13-01-16,Haifa,5,5,4,12,6
1,13-01-16,13-01-16,Haifa,4,5,5,13,6
2,12-01-16,13-01-16,Jerusalem,6,4,2,6,2
1,13-01-16,13-01-16,Jerusalem,6,3,3,6,4
2,12-01-16,13-01-16,Lod,5,4,3,4,6
1,13-01-16,13-01-16,Lod,5,5,4,5,7
2,12-01-16,13-01-16,Mizpe Ramon,7,5,3,5,4
1,13-01-16,13-01-16,Mizpe Ramon,7,5,3,6,4
2,12-01-16,13-01-16,Nazareth,6,5,4,12,5
1,13-01-16,13-01-16,Nazareth,6,5,5,12,6
2,12-01-16,13-01-16,Qazrin,16,7,3,13,6
1,13-01-16,13-01-16,Qazrin,16,7,6,13,6
2,12-01-16,13-01-16,Tel Aviv,7,4,4,4,5
1,13-01-16,13-01-16,Tel Aviv,7,4,3,5,6
2,12-01-16,13-01-16,Tiberias,5,3,3,3,5
1,13-01-16,13-01-16,Tiberias,5,3,4,3,6
2,12-01-16,13-01-16,Zefat,11,3,2,7,6
1,13-01-16,13-01-16,Zefat,11,3,2,7,6
2,13-01-16,14-01-16,Afula,9,10,3,4,13
1,14-01-16,14-01-16,Afula,9,9,9,4,13
2,13-01-16,14-01-16,Ashdod,6,14,12,13,13
1,14-01-16,14-01-16,Ashdod,5,14,14,15,13
2,13-01-16,14-01-16,Beer Sheva,4,8,7,9,9
1,14-01-16,14-01-16,Beer Sheva,4,9,8,9,9
2,13-01-16,14-01-16,Bet Shean,7,6,4,8,5
1,14-01-16,14-01-16,Bet Shean,7,8,1,10,9
2,13-01-16,14-01-16,Elat,7,7,11,9,8
1,14-01-16,14-01-16,Elat,7,7,9,10,10
2,13-01-16,14-01-16,En Gedi,12,7,3,5,10
1,14-01-16,14-01-16,En Gedi,12,10,4,5,10
2,13-01-16,14-01-16,Haifa,5,10,15,15,15
1,14-01-16,14-01-16,Haifa,5,10,14,14,13
2,13-01-16,14-01-16,Jerusalem,6,10,8,12,13
1,14-01-16,14-01-16,Jerusalem,6,10,12,12,14
2,13-01-16,14-01-16,Lod,4,9,8,10,8
1,14-01-16,14-01-16,Lod,5,9,8,10,10
2,13-01-16,14-01-16,Mizpe Ramon,6,9,6,13,9
1,14-01-16,14-01-16,Mizpe Ramon,6,9,9,13,10
2,13-01-16,14-01-16,Nazareth,12,9,3,8,11
1,14-01-16,14-01-16,Nazareth,12,9,8,9,9
2,13-01-16,14-01-16,Qazrin,17,9,3,5,9
1,14-01-16,14-01-16,Qazrin,17,8,3,5,5
2,13-01-16,14-01-16,Tel Aviv,8,9,8,8,8
1,14-01-16,14-01-16,Tel Aviv,8,9,9,9,10
2,13-01-16,14-01-16,Tiberias,7,3,2,6,9
1,14-01-16,14-01-16,Tiberias,7,3,1,3,6
2,13-01-16,14-01-16,Zefat,13,3,4,10,9
1,14-01-16,14-01-16,Zefat,13,4,4,10,6
2,14-01-16,15-01-16,Afula,11,5,2,4,5
1,15-01-16,15-01-16,Afula,11,4,3,4,6
2,14-01-16,15-01-16,Ashdod,14,6,9,7,5
1,15-01-16,15-01-16,Ashdod,14,6,8,7,4
2,14-01-16,15-01-16,Beer Sheva,8,5,4,8,6
1,15-01-16,15-01-16,Beer Sheva,8,5,5,8,6
2,14-01-16,15-01-16,Bet Shean,14,3,2,7,2
1,15-01-16,15-01-16,Bet Shean,14,3,1,7,2
2,14-01-16,15-01-16,Elat,7,12,15,15,11
1,15-01-16,15-01-16,Elat,7,12,14,15,12
2,14-01-16,15-01-16,En Gedi,8,3,3,7,5
1,15-01-16,15-01-16,En Gedi,8,4,4,10,5
2,14-01-16,15-01-16,Haifa,10,3,5,8,5
1,15-01-16,15-01-16,Haifa,10,3,7,7,4
2,14-01-16,15-01-16,Jerusalem,10,3,4,6,5
1,15-01-16,15-01-16,Jerusalem,10,3,4,4,4
2,14-01-16,15-01-16,Lod,9,4,4,5,5
1,15-01-16,15-01-16,Lod,9,4,4,6,5
2,14-01-16,15-01-16,Mizpe Ramon,7,6,6,8,7
1,15-01-16,15-01-16,Mizpe Ramon,7,7,6,10,7
2,14-01-16,15-01-16,Nazareth,12,4,3,8,7
1,15-01-16,15-01-16,Nazareth,12,5,3,7,6
2,14-01-16,15-01-16,Qazrin,5,5,4,13,5
1,15-01-16,15-01-16,Qazrin,5,5,4,12,5
2,14-01-16,15-01-16,Tel Aviv,11,5,5,6,5
1,15-01-16,15-01-16,Tel Aviv,11,4,6,7,5
2,14-01-16,15-01-16,Tiberias,4,3,4,8,5
1,15-01-16,15-01-16,Tiberias,4,3,4,6,4
2,14-01-16,15-01-16,Zefat,18,3,2,7,5
1,15-01-16,15-01-16,Zefat,18,2,3,5,4
2,15-01-16,16-01-16,Afula,6,6,8,14,10
1,16-01-16,16-01-16,Afula,6,6,10,13,9
2,15-01-16,16-01-16,Ashdod,6,9,6,9,6
1,16-01-16,16-01-16,Ashdod,6,9,6,8,7
2,15-01-16,16-01-16,Beer Sheva,6,4,4,6,7
1,16-01-16,16-01-16,Beer Sheva,6,4,6,5,5
2,15-01-16,16-01-16,Bet Shean,8,3,4,6,5
1,16-01-16,16-01-16,Bet Shean,8,3,4,6,3
2,15-01-16,16-01-16,Elat,9,4,9,9,5
1,16-01-16,16-01-16,Elat,9,4,8,9,4
2,15-01-16,16-01-16,En Gedi,11,6,5,10,4
1,16-01-16,16-01-16,En Gedi,11,4,5,10,4
2,15-01-16,16-01-16,Haifa,3,8,9,19,10
1,16-01-16,16-01-16,Haifa,3,7,8,16,8
2,15-01-16,16-01-16,Jerusalem,5,5,5,11,7
1,16-01-16,16-01-16,Jerusalem,5,5,5,11,6
2,15-01-16,16-01-16,Lod,4,5,3,7,8
1,16-01-16,16-01-16,Lod,4,5,5,5,4
2,15-01-16,16-01-16,Mizpe Ramon,8,5,4,7,7
1,16-01-16,16-01-16,Mizpe Ramon,8,4,2,6,6
2,15-01-16,16-01-16,Nazareth,9,9,12,14,13
1,16-01-16,16-01-16,Nazareth,9,9,12,14,14
2,15-01-16,16-01-16,Qazrin,6,9,11,18,11
1,16-01-16,16-01-16,Qazrin,6,10,12,17,11
2,15-01-16,16-01-16,Tel Aviv,7,5,4,7,3
1,16-01-16,16-01-16,Tel Aviv,7,6,6,7,3
2,15-01-16,16-01-16,Tiberias,6,6,3,12,11
1,16-01-16,16-01-16,Tiberias,6,6,3,11,11
2,15-01-16,16-01-16,Zefat,9,7,6,10,11
1,16-01-16,16-01-16,Zefat,9,7,5,10,11
2,16-01-16,17-01-16,Afula,10,7,7,11,8
1,17-01-16,17-01-16,Afula,10,7,8,11,9
2,16-01-16,17-01-16,Ashdod,9,9,7,9,10
1,17-01-16,17-01-16,Ashdod,9,10,6,13,9
2,16-01-16,17-01-16,Beer Sheva,5,8,7,14,9
1,17-01-16,17-01-16,Beer Sheva,5,8,7,12,11
2,16-01-16,17-01-16,Bet Shean,6,5,4,6,8
1,17-01-16,17-01-16,Bet Shean,6,3,3,7,8
2,16-01-16,17-01-16,Elat,9,7,10,6,15
1,17-01-16,17-01-16,Elat,9,8,10,11,15
2,16-01-16,17-01-16,En Gedi,15,5,2,6,10
1,17-01-16,17-01-16,En Gedi,15,5,2,6,10
