Time,Basis date,Validity date,City,Persist. value,EC,CO,C3,OH
1,04-01-16,04-01-16,Bet Shean,13,16,15,17,18
2,03-01-16,04-01-16,Elat,22,18,20,20,17
1,04-01-16,04-01-16,Elat,22,18,19,20,17
2,03-01-16,04-01-16,En Gedi,22,17,19,18,19
1,04-01-16,04-01-16,En Gedi,22,17,18,18,19
2,03-01-16,04-01-16,Haifa,13,14,15,15,15
1,04-01-16,04-01-16,Haifa,13,15,14,15,14
2,03-01-16,04-01-16,Jerusalem,9,13,13,12,13
1,04-01-16,04-01-16,Jerusalem,9,13,13,12,12
2,03-01-16,04-01-16,Lod,15,15,16,17,15
1,04-01-16,04-01-16,Lod,15,16,15,17,15
2,03-01-16,04-01-16,Mizpe Ramon,14,12,14,14,13
1,04-01-16,04-01-16,Mizpe Ramon,14,13,14,14,13
2,03-01-16,04-01-16,Nazareth,8,11,13,12,10
1,04-01-16,04-01-16,Nazareth,8,11,11,12,11
2,03-01-16,04-01-16,Qazrin,8,12,12,12,10
1,04-01-16,04-01-16,Qazrin,8,12,11,11,11
2,03-01-16,04-01-16,Tel Aviv,14,16,16,17,17
1,04-01-16,04-01-16,Tel Aviv,14,16,16,17,17
2,03-01-16,04-01-16,Tiberias,13,13,14,16,10
1,04-01-16,04-01-16,Tiberias,13,13,12,16,11
2,03-01-16,04-01-16,Zefat,6,10,10,8,10
1,04-01-16,04-01-16,Zefat,6,11,9,8,11
2,04-01-16,05-01-16,Afula,16,19,17,17,20
1,05-01-16,05-01-16,Afula,16,19,17,17,20
2,04-01-16,05-01-16,Ashdod,18,18,17,18,17
1,05-01-16,05-01-16,Ashdod,18,19,17,18,17
2,04-01-16,05-01-16,Beer Sheva,17,17,17,18,17
1,05-01-16,05-01-16,Beer Sheva,17,17,17,18,18
2,04-01-16,05-01-16,Bet Shean,16,19,17,18,21
1,05-01-16,05-01-16,Bet Shean,16,19,18,18,20
2,04-01-16,05-01-16,Elat,22,20,20,20,19
1,05-01-16,05-01-16,Elat,22,20,20,20,19
2,04-01-16,05-01-16,En Gedi,22,18,19,19,20
1,05-01-16,05-01-16,En Gedi,22,18,19,19,21
2,04-01-16,05-01-16,Haifa,15,16,15,16,16
1,05-01-16,05-01-16,Haifa,15,17,15,15,16
2,04-01-16,05-01-16,Jerusalem,12,15,14,13,14
1,05-01-16,05-01-16,Jerusalem,12,15,14,13,14
2,04-01-16,05-01-16,Lod,18,17,16,18,17
1,05-01-16,05-01-16,Lod,18,17,16,18,17
2,04-01-16,05-01-16,Mizpe Ramon,15,16,15,15,15
1,05-01-16,05-01-16,Mizpe Ramon,15,14,15,15,15
2,04-01-16,05-01-16,Nazareth,12,16,14,14,15
1,05-01-16,05-01-16,Nazareth,12,16,15,12,15
2,04-01-16,05-01-16,Qazrin,14,16,12,12,15
1,05-01-16,05-01-16,Qazrin,14,16,13,12,15
2,04-01-16,05-01-16,Tel Aviv,17,18,17,17,17
1,05-01-16,05-01-16,Tel Aviv,17,18,17,18,17
2,04-01-16,05-01-16,Tiberias,18,17,14,17,15
1,05-01-16,05-01-16,Tiberias,18,17,15,16,15
2,04-01-16,05-01-16,Zefat,8,15,12,10,15
1,05-01-16,05-01-16,Zefat,8,15,12,9,15
2,05-01-16,06-01-16,Afula,20,20,18,18,20
1,06-01-16,06-01-16,Afula,20,20,18,18,20
2,05-01-16,06-01-16,Ashdod,19,19,18,19,18
1,06-01-16,06-01-16,Ashdod,19,19,18,19,19
2,05-01-16,06-01-16,Beer Sheva,19,19,19,19,20
1,06-01-16,06-01-16,Beer Sheva,19,19,19,19,20
2,05-01-16,06-01-16,Bet Shean,21,21,19,18,22
1,06-01-16,06-01-16,Bet Shean,21,20,19,18,22
2,05-01-16,06-01-16,Elat,24,22,22,22,21
1,06-01-16,06-01-16,Elat,24,22,22,23,21
2,05-01-16,06-01-16,En Gedi,25,19,19,19,22
1,06-01-16,06-01-16,En Gedi,25,19,19,19,22
2,05-01-16,06-01-16,Haifa,17,18,18,19,18
1,06-01-16,06-01-16,Haifa,17,18,18,18,19
2,05-01-16,06-01-16,Jerusalem,14,17,16,14,17
1,06-01-16,06-01-16,Jerusalem,14,17,15,16,18
2,05-01-16,06-01-16,Lod,20,19,18,20,20
1,06-01-16,06-01-16,Lod,20,19,18,20,20
2,05-01-16,06-01-16,Mizpe Ramon,17,18,17,16,18
1,06-01-16,06-01-16,Mizpe Ramon,17,16,17,16,18
2,05-01-16,06-01-16,Nazareth,16,18,15,15,17
1,06-01-16,06-01-16,Nazareth,16,17,15,16,17
2,05-01-16,06-01-16,Qazrin,15,17,15,14,16
1,06-01-16,06-01-16,Qazrin,15,17,15,15,16
2,05-01-16,06-01-16,Tel Aviv,19,20,19,19,18
1,06-01-16,06-01-16,Tel Aviv,19,20,19,19,18
2,05-01-16,06-01-16,Tiberias,20,18,17,18,17
1,06-01-16,06-01-16,Tiberias,20,18,16,18,17
2,05-01-16,06-01-16,Zefat,10,17,14,12,16
1,06-01-16,06-01-16,Zefat,10,17,14,12,16
2,06-01-16,07-01-16,Afula,21,19,17,18,19
1,07-01-16,07-01-16,Afula,21,20,17,18,19
2,06-01-16,07-01-16,Ashdod,20,20,19,19,21
1,07-01-16,07-01-16,Ashdod,20,20,19,20,21
2,06-01-16,07-01-16,Beer Sheva,22,20,21,22,22
1,07-01-16,07-01-16,Beer Sheva,22,21,21,22,22
2,06-01-16,07-01-16,Bet Shean,22,20,18,18,21
1,07-01-16,07-01-16,Bet Shean,22,21,18,18,21
2,06-01-16,07-01-16,Elat,26,22,22,22,23
1,07-01-16,07-01-16,Elat,26,23,22,22,23
2,06-01-16,07-01-16,En Gedi,23,20,18,18,22
1,07-01-16,07-01-16,En Gedi,23,20,18,19,22
2,06-01-16,07-01-16,Haifa,19,18,17,17,18
1,07-01-16,07-01-16,Haifa,19,19,17,17,19
2,06-01-16,07-01-16,Jerusalem,18,18,16,16,19
1,07-01-16,07-01-16,Jerusalem,18,19,16,17,19
2,06-01-16,07-01-16,Lod,22,21,19,21,21
1,07-01-16,07-01-16,Lod,22,21,19,21,21
2,06-01-16,07-01-16,Mizpe Ramon,18,22,20,19,20
1,07-01-16,07-01-16,Mizpe Ramon,18,22,21,20,20
2,06-01-16,07-01-16,Nazareth,19,19,15,16,16
1,07-01-16,07-01-16,Nazareth,19,19,15,16,16
2,06-01-16,07-01-16,Qazrin,19,19,18,16,17
1,07-01-16,07-01-16,Qazrin,19,20,18,17,17
2,06-01-16,07-01-16,Tel Aviv,21,21,19,19,21
1,07-01-16,07-01-16,Tel Aviv,21,21,19,20,19
2,06-01-16,07-01-16,Tiberias,21,19,17,19,16
1,07-01-16,07-01-16,Tiberias,21,20,17,19,16
2,06-01-16,07-01-16,Zefat,14,18,14,12,17
1,07-01-16,07-01-16,Zefat,14,18,14,13,17
2,07-01-16,08-01-16,Afula,18,14,17,15,17
1,08-01-16,08-01-16,Afula,18,15,15,16,17
2,07-01-16,08-01-16,Ashdod,21,17,17,18,17
1,08-01-16,08-01-16,Ashdod,21,17,17,18,16
2,07-01-16,08-01-16,Beer Sheva,23,16,15,16,16
1,08-01-16,08-01-16,Beer Sheva,23,15,14,17,16
2,07-01-16,08-01-16,Bet Shean,18,15,17,17,18
1,08-01-16,08-01-16,Bet Shean,18,15,17,18,18
2,07-01-16,08-01-16,Elat,25,18,21,20,20
1,08-01-16,08-01-16,Elat,25,18,21,21,20
2,07-01-16,08-01-16,En Gedi,22,18,20,21,21
1,08-01-16,08-01-16,En Gedi,22,18,19,21,21
2,07-01-16,08-01-16,Haifa,18,15,17,16,16
1,08-01-16,08-01-16,Haifa,18,15,17,15,16
2,07-01-16,08-01-16,Jerusalem,18,12,12,10,10
1,08-01-16,08-01-16,Jerusalem,18,12,11,11,11
2,07-01-16,08-01-16,Lod,22,15,14,16,14
1,08-01-16,08-01-16,Lod,22,15,14,17,14
2,07-01-16,08-01-16,Mizpe Ramon,21,15,13,14,14
1,08-01-16,08-01-16,Mizpe Ramon,21,15,14,13,14
2,07-01-16,08-01-16,Nazareth,16,13,15,15,12
1,08-01-16,08-01-16,Nazareth,16,12,14,15,13
2,07-01-16,08-01-16,Qazrin,18,12,11,11,12
1,08-01-16,08-01-16,Qazrin,18,12,11,10,12
2,07-01-16,08-01-16,Tel Aviv,21,16,16,16,17
1,08-01-16,08-01-16,Tel Aviv,21,16,15,16,16
2,07-01-16,08-01-16,Tiberias,20,13,17,16,12
1,08-01-16,08-01-16,Tiberias,20,13,17,15,13
2,07-01-16,08-01-16,Zefat,13,12,13,10,12
1,08-01-16,08-01-16,Zefat,13,12,12,10,12
2,08-01-16,09-01-16,Afula,16,16,17,18,20
1,09-01-16,09-01-16,Afula,16,17,17,19,20
2,08-01-16,09-01-16,Ashdod,18,17,18,19,17
1,09-01-16,09-01-16,Ashdod,18,17,18,18,18
2,08-01-16,09-01-16,Beer Sheva,16,16,16,18,17
1,09-01-16,09-01-16,Beer Sheva,16,16,16,18,17
2,08-01-16,09-01-16,Bet Shean,19,16,19,20,20
1,09-01-16,09-01-16,Bet Shean,19,17,18,20,20
2,08-01-16,09-01-16,Elat,22,18,20,20,19
1,09-01-16,09-01-16,Elat,22,18,20,22,19
2,08-01-16,09-01-16,En Gedi,23,16,21,21,21
1,09-01-16,09-01-16,En Gedi,23,17,21,20,22
2,08-01-16,09-01-16,Haifa,15,15,17,17,17
1,09-01-16,09-01-16,Haifa,15,16,17,17,17
2,08-01-16,09-01-16,Jerusalem,11,13,13,13,14
1,09-01-16,09-01-16,Jerusalem,11,14,13,13,13
2,08-01-16,09-01-16,Lod,18,16,16,19,16
1,09-01-16,09-01-16,Lod,18,16,16,19,16
2,08-01-16,09-01-16,Mizpe Ramon,13,14,14,14,14
1,09-01-16,09-01-16,Mizpe Ramon,13,14,14,14,14
2,08-01-16,09-01-16,Nazareth,12,15,15,17,15
1,09-01-16,09-01-16,Nazareth,12,16,15,17,16
2,08-01-16,09-01-16,Qazrin,10,13,14,14,15
1,09-01-16,09-01-16,Qazrin,10,14,14,14,15
2,08-01-16,09-01-16,Tel Aviv,17,17,17,19,17
1,09-01-16,09-01-16,Tel Aviv,17,18,18,19,17
2,08-01-16,09-01-16,Tiberias,15,15,17,18,15
1,09-01-16,09-01-16,Tiberias,15,16,15,18,16
2,08-01-16,09-01-16,Zefat,8,14,13,12,15
1,09-01-16,09-01-16,Zefat,8,15,14,12,15
2,09-01-16,10-01-16,Afula,18,17,16,16,18
1,10-01-16,10-01-16,Afula,18,16,16,16,18
2,09-01-16,10-01-16,Ashdod,18,17,17,17,17
1,10-01-16,10-01-16,Ashdod,18,17,17,17,17
2,09-01-16,10-01-16,Beer Sheva,18,17,17,18,17
1,10-01-16,10-01-16,Beer Sheva,18,17,17,17,16
2,09-01-16,10-01-16,Bet Shean,20,18,18,17,19
1,10-01-16,10-01-16,Bet Shean,20,17,18,17,19
2,09-01-16,10-01-16,Elat,24,20,19,21,18
1,10-01-16,10-01-16,Elat,24,20,19,21,18
2,09-01-16,10-01-16,En Gedi,25,17,19,17,19
1,10-01-16,10-01-16,En Gedi,25,16,18,16,19
2,09-01-16,10-01-16,Haifa,17,16,16,16,17
1,10-01-16,10-01-16,Haifa,17,17,16,15,17
2,09-01-16,10-01-16,Jerusalem,12,14,13,12,14
1,10-01-16,10-01-16,Jerusalem,12,14,13,12,14
2,09-01-16,10-01-16,Lod,18,17,17,18,17
1,10-01-16,10-01-16,Lod,18,17,17,18,17
2,09-01-16,10-01-16,Mizpe Ramon,14,15,14,15,14
1,10-01-16,10-01-16,Mizpe Ramon,14,15,14,14,14
2,09-01-16,10-01-16,Nazareth,16,16,13,14,15
1,10-01-16,10-01-16,Nazareth,16,16,13,14,14
2,09-01-16,10-01-16,Qazrin,16,16,14,13,14
1,10-01-16,10-01-16,Qazrin,16,15,14,12,14
2,09-01-16,10-01-16,Tel Aviv,19,18,18,17,17
1,10-01-16,10-01-16,Tel Aviv,19,18,18,17,17
2,09-01-16,10-01-16,Tiberias,21,16,15,17,15
1,10-01-16,10-01-16,Tiberias,21,16,15,17,14
2,09-01-16,10-01-16,Zefat,10,15,11,11,14
1,10-01-16,10-01-16,Zefat,10,14,12,10,14
2,10-01-16,11-01-16,Afula,18,18,17,17,18
1,11-01-16,11-01-16,Afula,18,18,17,16,19
2,10-01-16,11-01-16,Ashdod,19,17,16,17,17
1,11-01-16,11-01-16,Ashdod,19,17,16,17,16
2,10-01-16,11-01-16,Beer Sheva,19,17,16,18,18
1,11-01-16,11-01-16,Beer Sheva,19,17,16,18,19
2,10-01-16,11-01-16,Bet Shean,20,19,19,18,19
1,11-01-16,11-01-16,Bet Shean,20,19,18,17,20
2,10-01-16,11-01-16,Elat,23,20,20,19,19
1,11-01-16,11-01-16,Elat,23,20,19,19,18
2,10-01-16,11-01-16,En Gedi,22,17,18,17,20
1,11-01-16,11-01-16,En Gedi,22,17,17,17,20
2,10-01-16,11-01-16,Haifa,16,18,16,16,17
1,11-01-16,11-01-16,Haifa,16,18,17,15,17
2,10-01-16,11-01-16,Jerusalem,14,16,15,15,16
1,11-01-16,11-01-16,Jerusalem,14,16,15,13,17
2,10-01-16,11-01-16,Lod,20,17,16,18,17
1,11-01-16,11-01-16,Lod,20,18,16,18,17
2,10-01-16,11-01-16,Mizpe Ramon,14,16,16,16,16
1,11-01-16,11-01-16,Mizpe Ramon,14,16,16,15,16
2,10-01-16,11-01-16,Nazareth,16,18,15,15,15
1,11-01-16,11-01-16,Nazareth,16,18,15,15,16
2,10-01-16,11-01-16,Qazrin,15,18,16,15,15
1,11-01-16,11-01-16,Qazrin,15,17,16,14,16
2,10-01-16,11-01-16,Tel Aviv,19,18,17,17,17
1,11-01-16,11-01-16,Tel Aviv,19,18,17,17,17
2,10-01-16,11-01-16,Tiberias,19,18,17,18,15
1,11-01-16,11-01-16,Tiberias,19,18,16,18,16
2,10-01-16,11-01-16,Zefat,11,16,13,12,15
1,11-01-16,11-01-16,Zefat,11,17,13,11,16
2,11-01-16,12-01-16,Afula,18,18,17,18,20
1,12-01-16,12-01-16,Afula,18,18,18,18,19
2,11-01-16,12-01-16,Ashdod,18,17,17,18,17
1,12-01-16,12-01-16,Ashdod,18,17,17,18,19
2,11-01-16,12-01-16,Beer Sheva,20,18,17,17,18
1,12-01-16,12-01-16,Beer Sheva,20,18,17,18,18
2,11-01-16,12-01-16,Bet Shean,18,19,19,19,21
1,12-01-16,12-01-16,Bet Shean,18,19,19,18,20
2,11-01-16,12-01-16,Elat,22,19,19,18,18
1,12-01-16,12-01-16,Elat,22,19,20,19,19
2,11-01-16,12-01-16,En Gedi,21,18,18,17,21
1,12-01-16,12-01-16,En Gedi,21,18,18,17,20
2,11-01-16,12-01-16,Haifa,16,17,17,17,18
1,12-01-16,12-01-16,Haifa,16,17,18,17,18
2,11-01-16,12-01-16,Jerusalem,17,16,15,14,17
1,12-01-16,12-01-16,Jerusalem,17,16,15,14,16
2,11-01-16,12-01-16,Lod,18,19,17,19,19
1,12-01-16,12-01-16,Lod,18,18,18,20,19
2,11-01-16,12-01-16,Mizpe Ramon,17,16,16,15,16
1,12-01-16,12-01-16,Mizpe Ramon,17,16,17,16,16
2,11-01-16,12-01-16,Nazareth,16,18,16,17,17
1,12-01-16,12-01-16,Nazareth,16,17,16,16,17
2,11-01-16,12-01-16,Qazrin,16,18,16,15,17
1,12-01-16,12-01-16,Qazrin,16,18,16,16,17
2,11-01-16,12-01-16,Tel Aviv,17,19,18,19,17
1,12-01-16,12-01-16,Tel Aviv,17,19,19,20,18
2,11-01-16,12-01-16,Tiberias,18,19,16,17,17
1,12-01-16,12-01-16,Tiberias,18,18,17,17,17
2,11-01-16,12-01-16,Zefat,11,17,15,15,17
1,12-01-16,12-01-16,Zefat,11,17,15,14,17
2,12-01-16,13-01-16,Afula,20,19,18,18,19
1,13-01-16,13-01-16,Afula,20,19,18,18,20
2,12-01-16,13-01-16,Ashdod,19,17,17,17,20
1,13-01-16,13-01-16,Ashdod,19,17,17,17,20
2,12-01-16,13-01-16,Beer Sheva,20,19,18,18,20
1,13-01-16,13-01-16,Beer Sheva,20,19,18,19,20
2,12-01-16,13-01-16,Bet Shean,21,20,19,18,21
1,13-01-16,13-01-16,Bet Shean,21,20,19,18,21
2,12-01-16,13-01-16,Elat,22,22,21,20,21
1,13-01-16,13-01-16,Elat,22,22,22,20,21
2,12-01-16,13-01-16,En Gedi,22,18,18,16,21
1,13-01-16,13-01-16,En Gedi,22,18,18,17,21
2,12-01-16,13-01-16,Haifa,19,19,18,17,19
1,13-01-16,13-01-16,Haifa,19,18,18,17,19
2,12-01-16,13-01-16,Jerusalem,17,17,16,16,18
1,13-01-16,13-01-16,Jerusalem,17,17,16,16,18
2,12-01-16,13-01-16,Lod,20,19,17,18,19
1,13-01-16,13-01-16,Lod,20,18,17,19,19
2,12-01-16,13-01-16,Mizpe Ramon,16,18,17,17,17
1,13-01-16,13-01-16,Mizpe Ramon,16,18,18,16,18
2,12-01-16,13-01-16,Nazareth,19,19,16,16,17
1,13-01-16,13-01-16,Nazareth,19,19,16,17,17
2,12-01-16,13-01-16,Qazrin,19,19,17,16,17
1,13-01-16,13-01-16,Qazrin,19,19,17,15,17
2,12-01-16,13-01-16,Tel Aviv,20,19,18,17,16
1,13-01-16,13-01-16,Tel Aviv,20,19,18,18,17
2,12-01-16,13-01-16,Tiberias,21,19,17,18,17
1,13-01-16,13-01-16,Tiberias,21,19,16,18,17
2,12-01-16,13-01-16,Zefat,13,18,14,13,17
1,13-01-16,13-01-16,Zefat,13,18,14,13,17
2,13-01-16,14-01-16,Afula,21,19,16,17,20
1,14-01-16,14-01-16,Afula,21,18,16,15,19
2,13-01-16,14-01-16,Ashdod,19,18,17,17,19
1,14-01-16,14-01-16,Ashdod,19,18,17,19,17
2,13-01-16,14-01-16,Beer Sheva,22,18,17,18,18
1,14-01-16,14-01-16,Beer Sheva,22,18,16,18,18
2,13-01-16,14-01-16,Bet Shean,22,20,17,18,22
1,14-01-16,14-01-16,Bet Shean,22,20,16,18,22
2,13-01-16,14-01-16,Elat,25,21,20,21,20
1,14-01-16,14-01-16,Elat,25,20,21,22,21
2,13-01-16,14-01-16,En Gedi,22,20,17,18,22
1,14-01-16,14-01-16,En Gedi,22,20,18,18,22
2,13-01-16,14-01-16,Haifa,20,17,16,17,16
1,14-01-16,14-01-16,Haifa,20,17,16,16,16
2,13-01-16,14-01-16,Jerusalem,19,16,15,13,15
1,14-01-16,14-01-16,Jerusalem,19,16,14,13,15
2,13-01-16,14-01-16,Lod,21,18,16,19,18
1,14-01-16,14-01-16,Lod,21,17,15,18,17
2,13-01-16,14-01-16,Mizpe Ramon,19,17,17,16,16
1,14-01-16,14-01-16,Mizpe Ramon,19,17,16,15,16
2,13-01-16,14-01-16,Nazareth,19,16,13,13,15
1,14-01-16,14-01-16,Nazareth,19,16,13,12,14
2,13-01-16,14-01-16,Qazrin,20,15,12,12,14
1,14-01-16,14-01-16,Qazrin,20,15,12,11,13
2,13-01-16,14-01-16,Tel Aviv,20,19,17,18,17
1,14-01-16,14-01-16,Tel Aviv,20,18,16,17,17
2,13-01-16,14-01-16,Tiberias,21,16,13,16,15
1,14-01-16,14-01-16,Tiberias,21,15,13,15,14
2,13-01-16,14-01-16,Zefat,16,14,12,11,14
1,14-01-16,14-01-16,Zefat,16,14,11,10,13
2,14-01-16,15-01-16,Afula,19,18,17,18,20
1,15-01-16,15-01-16,Afula,19,19,18,18,20
2,14-01-16,15-01-16,Ashdod,19,17,18,18,19
1,15-01-16,15-01-16,Ashdod,19,17,18,18,19
2,14-01-16,15-01-16,Beer Sheva,19,16,17,19,18
1,15-01-16,15-01-16,Beer Sheva,19,17,17,19,18
2,14-01-16,15-01-16,Bet Shean,18,19,18,19,21
1,15-01-16,15-01-16,Bet Shean,18,19,19,19,21
2,14-01-16,15-01-16,Elat,24,18,19,21,20
1,15-01-16,15-01-16,Elat,24,19,20,21,19
2,14-01-16,15-01-16,En Gedi,24,16,19,19,21
1,15-01-16,15-01-16,En Gedi,24,17,18,20,21
2,14-01-16,15-01-16,Haifa,16,17,18,17,17
1,15-01-16,15-01-16,Haifa,16,17,18,17,17
2,14-01-16,15-01-16,Jerusalem,15,14,14,13,15
1,15-01-16,15-01-16,Jerusalem,15,14,16,14,15
2,14-01-16,15-01-16,Lod,19,17,18,20,18
1,15-01-16,15-01-16,Lod,19,17,18,19,18
2,14-01-16,15-01-16,Mizpe Ramon,17,15,15,16,15
1,15-01-16,15-01-16,Mizpe Ramon,17,15,16,15,15
2,14-01-16,15-01-16,Nazareth,15,16,15,16,17
1,15-01-16,15-01-16,Nazareth,15,17,15,16,17
2,14-01-16,15-01-16,Qazrin,13,15,15,15,16
1,15-01-16,15-01-16,Qazrin,13,16,15,14,16
2,14-01-16,15-01-16,Tel Aviv,18,18,19,19,18
1,15-01-16,15-01-16,Tel Aviv,18,18,19,19,17
2,14-01-16,15-01-16,Tiberias,17,17,16,18,17
1,15-01-16,15-01-16,Tiberias,17,17,16,18,17
2,14-01-16,15-01-16,Zefat,10,16,13,12,16
1,15-01-16,15-01-16,Zefat,10,16,13,12,16
2,15-01-16,16-01-16,Afula,20,19,18,18,21
1,16-01-16,16-01-16,Afula,20,19,18,18,21
2,15-01-16,16-01-16,Ashdod,19,18,17,18,21
1,16-01-16,16-01-16,Ashdod,19,18,17,18,20
2,15-01-16,16-01-16,Beer Sheva,19,20,18,19,20
1,16-01-16,16-01-16,Beer Sheva,19,20,18,19,20
2,15-01-16,16-01-16,Bet Shean,21,20,20,20,22
1,16-01-16,16-01-16,Bet Shean,21,20,20,20,22
2,15-01-16,16-01-16,Elat,24,21,21,23,22
1,16-01-16,16-01-16,Elat,24,21,22,22,22
2,15-01-16,16-01-16,En Gedi,23,19,21,21,22
1,16-01-16,16-01-16,En Gedi,23,19,20,21,22
2,15-01-16,16-01-16,Haifa,18,18,18,17,19
1,16-01-16,16-01-16,Haifa,18,19,18,17,19
2,15-01-16,16-01-16,Jerusalem,14,17,15,13,16
1,16-01-16,16-01-16,Jerusalem,14,17,15,14,16
2,15-01-16,16-01-16,Lod,19,20,20,21,21
1,16-01-16,16-01-16,Lod,19,21,20,20,21
2,15-01-16,16-01-16,Mizpe Ramon,15,17,17,15,17
1,16-01-16,16-01-16,Mizpe Ramon,15,17,17,15,17
2,15-01-16,16-01-16,Nazareth,17,19,16,17,17
1,16-01-16,16-01-16,Nazareth,17,19,16,17,17
2,15-01-16,16-01-16,Qazrin,17,19,17,16,17
1,16-01-16,16-01-16,Qazrin,17,20,18,16,17
2,15-01-16,16-01-16,Tel Aviv,19,20,20,20,21
1,16-01-16,16-01-16,Tel Aviv,19,21,19,19,19
2,15-01-16,16-01-16,Tiberias,21,20,18,19,17
1,16-01-16,16-01-16,Tiberias,21,20,18,19,17
2,15-01-16,16-01-16,Zefat,12,18,14,13,17
1,16-01-16,16-01-16,Zefat,12,18,15,13,17
2,16-01-16,17-01-16,Afula,22,20,20,19,23
1,17-01-16,17-01-16,Afula,22,20,20,19,23
2,16-01-16,17-01-16,Ashdod,19,18,18,18,21
1,17-01-16,17-01-16,Ashdod,19,18,18,19,23
2,16-01-16,17-01-16,Beer Sheva,23,21,21,21,22
1,17-01-16,17-01-16,Beer Sheva,23,21,20,22,23
2,16-01-16,17-01-16,Bet Shean,24,21,21,20,24
1,17-01-16,17-01-16,Bet Shean,24,21,21,19,25
2,16-01-16,17-01-16,Elat,24,21,21,21,22
1,17-01-16,17-01-16,Elat,24,21,21,21,22
2,16-01-16,17-01-16,En Gedi,25,20,20,18,23
1,17-01-16,17-01-16,En Gedi,25,20,20,18,23
